,User,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,Class
17331,4,-0.01169688854019807,-1.1808097468618048,-2.1833317828970467,-1.5567440676366096,-1.1257193988515575,-1.8485264934700394,-0.8293915157419401,-0.9052043324661596,-1.8664501865532663,-1.7828784333758205,-0.8353873734223488,-1.1613603396361938,-1.8436159482859977,-1.7793192748992908,-1.2382163400203694,1
17332,4,0.10468921112915111,-1.1093095277140252,-2.081804384923316,-0.8002827015636219,-0.9352234753384119,-1.959604754953239,-1.3092193410783126,-0.9378082408363881,-1.6259592023162692,-1.6960876206925621,-0.7553179841027204,-1.118794105290082,0.06555009782345586,-1.8653971537301006,-1.7129871542728485,1
17333,4,-1.752188285201048,-1.0975609653603533,-1.4797667690885616,0.4057060381203366,-1.0299255919901824,-1.5672983815248727,-0.9834023410892526,-0.9806081937972794,-1.576618283377261,-0.29512988053544026,-0.7955914152743899,-1.5403601257790949,-1.712344206687642,-1.5975582324399231,-1.3124379606910739,1
17334,4,-1.5424857724524377,-0.7878102549076488,-1.2300078138496875,0.642334585262188,-0.9070107314453832,-1.1429405338777547,-0.7505196543075934,-0.7316047534228468,-1.3350200079758323,0.629459128256858,-1.8753316838201508,-1.3235779289447933,-0.10713395238856759,-2.100909548816358,0.6253674704710456,1
17335,4,0.6111506071492443,-0.9303680585663991,-1.1660708699784705,-0.21707132722098596,-0.6951733908929356,-1.3682066913825008,-0.7364838493743227,-0.6217218195392413,-1.210286027075371,0.3675652750857929,-1.79604767807646,-0.9298739781636068,0.6239018663668257,-1.6446531100435966,-1.2620471733518261,1
17336,4,1.3813378945602763,-2.0927537920383816,-3.050812744617661,-2.0489904554959013,-0.5105632834163335,0.6293696418069936,-0.4618208701872778,0.911002877658106,1.367306266239558,0.9968410787593895,-2.0167491120373318,-2.103044506497419,0.7435760752686266,-0.7098210719925598,0.5636030775073113,2
17337,4,1.341504854047414,-3.1971154781212867,-3.042639755933038,0.8647911481404387,-3.1240526077048223,-2.2572608417457087,0.7868060869896162,-1.0898947000740293,-0.02120159269915346,0.6638820448639816,0.7693936871238679,0.3134827909771088,-1.529210620947754,-0.3092131037638623,0.19709421767633797,2
17338,4,1.07350891842601,-2.9015739262734255,-3.1573182465062697,0.6332835701874769,-2.895935896737877,-2.3771797226589504,-1.7389254909946394,-0.4324196210655368,0.34113527837628654,0.7771517695545447,-0.9903657284793653,0.08510490192686669,1.4089782303068537,0.31326254541884446,0.22765686427872517,2
17339,4,-2.085302944404423,-0.6684975674023856,0.6324849754936211,0.6935432602290921,-0.9516175094702634,0.6132302998627448,1.7278507973312496,-1.6053347123564798,-2.3280512385820984,0.9023763848022643,-2.4332920690055366,-1.5737484754926494,1.280475754722635,-1.7484799432320828,-1.7718128795236945,2
17340,4,1.8103097777581914,-1.9805710038990163,-2.688302932658502,0.008597566268796321,-0.7913237428705696,1.09960538735663,1.2295590677430515,-2.038508807685621,-1.9696283039569755,0.8188045562681575,-2.46703965149095,-1.6179469528842498,0.7474216994748456,-0.7254507479582792,0.7443209065822286,2
17341,4,1.9518364229272789,-2.178686627191084,-2.673651038978094,0.07379283355223647,-0.7271341387067741,0.9853925633470324,1.3549495316657754,-2.189476551104037,-1.9299949090016215,0.818155336732241,-0.8212563817478652,0.5857316052449717,1.1851291893475155,0.4392221649866995,1.0669731283980795,2
17342,4,-1.453113901820436,-2.169973518549208,0.3663357076059912,-1.9156616570117944,-0.5486439519694899,0.5830901396272963,1.8643211239580142,-1.7898713401430746,-2.2851173754824115,0.8221754913198593,-0.8163167854021031,0.6293704081262076,-0.7413305070853018,-0.09786280206430106,0.7588303007589842,2
17343,4,2.136192330431632,-2.4233182828527555,-2.6004941397357055,1.5738760986266083,-2.522033049683726,-2.006866445348278,-0.17358898009835846,1.0126058540140483,1.0177635849030364,0.677340604053254,0.8289416414982073,1.2101259396094868,-1.476499024516302,-0.22645674869355617,0.5175984142824815,2
